wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /Users/shuka/.netrc.
wandb: Currently logged in as: shukanth2004 (shukanth2004-the-ohio-state-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run ltnzuugz
wandb: Tracking run with wandb version 0.27.0
wandb: Run data is saved locally in /Users/shuka/Documents/vscode/mechanistic_interpretability/wandb/run-20260517_194655-ltnzuugz
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run n4-wd0.4-200k-seed0
wandb: ⭐️ View project at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp
wandb: 🚀 View run at https://wandb.ai/shukanth2004-the-ohio-state-university/mechinterp/runs/ltnzuugz
Generating dataset: n_nodes=4, n_graphs=200, dataset_seed=42
  train: 1,920 samples | val: 480 samples | vocab size: 8 | seq len: 21
Training: lr=0.001, wd=0.4, n_steps=200,000, seed=0
step     10 | train loss 1.3197 | train acc 0.422 | val loss 1.2755 | val acc 0.456 | ‖g‖ 3.6892 | 1s
step  12200 | train loss 0.0384 | train acc 1.000 | val loss 1.5985 | val acc 0.673 | ‖g‖ 4.3529 | 154s
step  12300 | train loss 0.0358 | train acc 1.000 | val loss 1.5521 | val acc 0.683 | ‖g‖ 4.7714 | 155s
step  12400 | train loss 0.1206 | train acc 0.953 | val loss 1.4847 | val acc 0.646 | ‖g‖ 11.9814 | 156s
step  12500 | train loss 0.1889 | train acc 0.906 | val loss 1.2672 | val acc 0.704 | ‖g‖ 14.2050 | 157s
step  12600 | train loss 0.0441 | train acc 0.992 | val loss 1.5312 | val acc 0.671 | ‖g‖ 4.4291 | 159s
step  12700 | train loss 0.1033 | train acc 0.961 | val loss 1.4547 | val acc 0.698 | ‖g‖ 7.8034 | 160s
step  12800 | train loss 0.0968 | train acc 0.969 | val loss 1.5241 | val acc 0.685 | ‖g‖ 8.0321 | 162s
step  12900 | train loss 0.0436 | train acc 0.992 | val loss 1.4531 | val acc 0.671 | ‖g‖ 2.7227 | 163s
step  13000 | train loss 0.1247 | train acc 0.969 | val loss 1.3813 | val acc 0.708 | ‖g‖ 5.6115 | 164s
step  13100 | train loss 0.1049 | train acc 0.961 | val loss 1.4048 | val acc 0.669 | ‖g‖ 5.8562 | 166s
step  13200 | train loss 0.0650 | train acc 0.961 | val loss 1.3888 | val acc 0.700 | ‖g‖ 7.8329 | 167s
step  13300 | train loss 0.0408 | train acc 0.984 | val loss 1.5778 | val acc 0.675 | ‖g‖ 3.3322 | 169s
step  13400 | train loss 0.1674 | train acc 0.945 | val loss 1.2608 | val acc 0.700 | ‖g‖ 6.4494 | 170s
step  13500 | train loss 0.0546 | train acc 0.992 | val loss 1.3960 | val acc 0.708 | ‖g‖ 4.0811 | 171s
step  13600 | train loss 0.0943 | train acc 0.977 | val loss 1.5702 | val acc 0.681 | ‖g‖ 6.5207 | 172s
step  13700 | train loss 0.1840 | train acc 0.938 | val loss 1.6760 | val acc 0.669 | ‖g‖ 13.4855 | 174s
step  13800 | train loss 0.0585 | train acc 0.984 | val loss 1.4344 | val acc 0.660 | ‖g‖ 3.1380 | 175s
step  13900 | train loss 0.0486 | train acc 0.992 | val loss 1.5697 | val acc 0.683 | ‖g‖ 6.0728 | 177s
step  14000 | train loss 0.1420 | train acc 0.969 | val loss 1.4962 | val acc 0.688 | ‖g‖ 6.3417 | 178s
step  14100 | train loss 0.1463 | train acc 0.930 | val loss 1.5611 | val acc 0.683 | ‖g‖ 10.0535 | 180s
step  14200 | train loss 0.1066 | train acc 0.945 | val loss 1.5080 | val acc 0.679 | ‖g‖ 8.5386 | 181s
step  14300 | train loss 0.1564 | train acc 0.922 | val loss 1.5832 | val acc 0.650 | ‖g‖ 10.9527 | 182s
step  14400 | train loss 0.1360 | train acc 0.961 | val loss 1.5229 | val acc 0.688 | ‖g‖ 7.6270 | 183s
step  14500 | train loss 0.0706 | train acc 0.977 | val loss 1.7023 | val acc 0.685 | ‖g‖ 14.7673 | 185s
step  14600 | train loss 0.0382 | train acc 0.984 | val loss 1.4152 | val acc 0.698 | ‖g‖ 2.9189 | 186s
step  14700 | train loss 0.2062 | train acc 0.883 | val loss 1.1920 | val acc 0.685 | ‖g‖ 7.1808 | 187s
step  14800 | train loss 0.0636 | train acc 0.969 | val loss 1.4278 | val acc 0.698 | ‖g‖ 7.4437 | 188s
step  14900 | train loss 0.0426 | train acc 0.992 | val loss 1.4754 | val acc 0.679 | ‖g‖ 5.3931 | 189s
step  15000 | train loss 0.0605 | train acc 0.984 | val loss 1.5930 | val acc 0.669 | ‖g‖ 9.3223 | 190s
step  15100 | train loss 0.0923 | train acc 0.969 | val loss 1.5944 | val acc 0.677 | ‖g‖ 7.1769 | 192s
step  15200 | train loss 0.0522 | train acc 0.977 | val loss 1.5721 | val acc 0.673 | ‖g‖ 3.2612 | 193s
step  15300 | train loss 0.0412 | train acc 0.992 | val loss 1.6510 | val acc 0.704 | ‖g‖ 5.8577 | 194s
step  15400 | train loss 0.1578 | train acc 0.945 | val loss 1.5509 | val acc 0.702 | ‖g‖ 9.4751 | 195s
step  15500 | train loss 0.0744 | train acc 0.977 | val loss 1.6039 | val acc 0.654 | ‖g‖ 6.6523 | 197s
step  15600 | train loss 0.0567 | train acc 0.984 | val loss 1.3951 | val acc 0.688 | ‖g‖ 6.5960 | 198s
step  15700 | train loss 0.0592 | train acc 0.961 | val loss 1.5419 | val acc 0.700 | ‖g‖ 9.6948 | 199s
step  15800 | train loss 0.0761 | train acc 0.984 | val loss 1.4749 | val acc 0.706 | ‖g‖ 6.6060 | 201s
step  15900 | train loss 0.0901 | train acc 0.992 | val loss 1.6887 | val acc 0.650 | ‖g‖ 7.5918 | 202s
step  16000 | train loss 0.1537 | train acc 0.938 | val loss 1.4603 | val acc 0.658 | ‖g‖ 8.5013 | 204s
step  16100 | train loss 0.1368 | train acc 0.938 | val loss 1.5555 | val acc 0.681 | ‖g‖ 11.6897 | 205s
step  16200 | train loss 0.0699 | train acc 0.984 | val loss 1.6553 | val acc 0.696 | ‖g‖ 10.0044 | 207s
step  16300 | train loss 0.0735 | train acc 0.977 | val loss 1.5793 | val acc 0.719 | ‖g‖ 7.5286 | 208s
step  16400 | train loss 0.0832 | train acc 0.977 | val loss 1.3411 | val acc 0.698 | ‖g‖ 7.0863 | 210s
step  16500 | train loss 0.1319 | train acc 0.945 | val loss 1.8304 | val acc 0.671 | ‖g‖ 9.5924 | 212s
step  16600 | train loss 0.0293 | train acc 0.992 | val loss 1.6667 | val acc 0.681 | ‖g‖ 5.6239 | 214s
step  16700 | train loss 0.0802 | train acc 0.984 | val loss 1.4366 | val acc 0.698 | ‖g‖ 4.6628 | 215s
step  16800 | train loss 0.0675 | train acc 0.969 | val loss 1.5218 | val acc 0.685 | ‖g‖ 6.6047 | 216s
step  16900 | train loss 0.1068 | train acc 0.961 | val loss 1.5581 | val acc 0.669 | ‖g‖ 9.1050 | 218s
step  17000 | train loss 0.0538 | train acc 0.977 | val loss 1.6316 | val acc 0.658 | ‖g‖ 7.2100 | 219s
step  17100 | train loss 0.1205 | train acc 0.945 | val loss 1.4088 | val acc 0.710 | ‖g‖ 8.9486 | 221s
step  17200 | train loss 0.0279 | train acc 0.992 | val loss 1.6383 | val acc 0.704 | ‖g‖ 2.9803 | 222s
step  17300 | train loss 0.0495 | train acc 0.992 | val loss 1.5882 | val acc 0.700 | ‖g‖ 3.7380 | 223s
step  17400 | train loss 0.1371 | train acc 0.953 | val loss 1.5569 | val acc 0.681 | ‖g‖ 9.9255 | 225s
step  17500 | train loss 0.1102 | train acc 0.953 | val loss 1.4518 | val acc 0.698 | ‖g‖ 13.9588 | 226s
step  17600 | train loss 0.0676 | train acc 0.969 | val loss 1.5402 | val acc 0.665 | ‖g‖ 4.8844 | 228s
step  17700 | train loss 0.0368 | train acc 0.992 | val loss 1.5395 | val acc 0.698 | ‖g‖ 4.3929 | 230s
step  17800 | train loss 0.0416 | train acc 0.992 | val loss 1.5234 | val acc 0.692 | ‖g‖ 5.5290 | 232s
step  17900 | train loss 0.1848 | train acc 0.930 | val loss 1.5600 | val acc 0.673 | ‖g‖ 9.7752 | 233s
step  18000 | train loss 0.0250 | train acc 1.000 | val loss 1.6373 | val acc 0.665 | ‖g‖ 5.5199 | 235s
step  18100 | train loss 0.0980 | train acc 0.977 | val loss 1.7240 | val acc 0.688 | ‖g‖ 15.6097 | 236s
step  18200 | train loss 0.0559 | train acc 0.969 | val loss 1.6870 | val acc 0.692 | ‖g‖ 6.5975 | 238s
step  18300 | train loss 0.1937 | train acc 0.914 | val loss 1.7034 | val acc 0.679 | ‖g‖ 14.8475 | 239s
step  18400 | train loss 0.1637 | train acc 0.938 | val loss 1.2888 | val acc 0.675 | ‖g‖ 9.8066 | 241s
step  18500 | train loss 0.1248 | train acc 0.953 | val loss 1.5890 | val acc 0.706 | ‖g‖ 11.7035 | 242s
step  18600 | train loss 0.0571 | train acc 0.977 | val loss 1.5539 | val acc 0.679 | ‖g‖ 5.2227 | 244s
step  18700 | train loss 0.0971 | train acc 0.961 | val loss 1.5164 | val acc 0.677 | ‖g‖ 8.2899 | 245s
step  18800 | train loss 0.0602 | train acc 0.984 | val loss 1.5255 | val acc 0.698 | ‖g‖ 4.6005 | 247s
step  18900 | train loss 0.0540 | train acc 0.977 | val loss 1.6185 | val acc 0.683 | ‖g‖ 5.4983 | 249s
step  19000 | train loss 0.0398 | train acc 1.000 | val loss 1.4983 | val acc 0.694 | ‖g‖ 3.8413 | 250s
step  19100 | train loss 0.0621 | train acc 0.984 | val loss 1.5205 | val acc 0.706 | ‖g‖ 6.5166 | 252s
step  19200 | train loss 0.0507 | train acc 0.984 | val loss 1.4838 | val acc 0.698 | ‖g‖ 3.8348 | 254s
step  19300 | train loss 0.1139 | train acc 0.953 | val loss 1.4469 | val acc 0.688 | ‖g‖ 6.4416 | 255s
step  19400 | train loss 0.0554 | train acc 0.984 | val loss 1.4956 | val acc 0.696 | ‖g‖ 5.7022 | 257s
step  19500 | train loss 0.0266 | train acc 1.000 | val loss 1.6936 | val acc 0.702 | ‖g‖ 3.0899 | 258s
step  19600 | train loss 0.0811 | train acc 0.977 | val loss 1.5636 | val acc 0.690 | ‖g‖ 7.6082 | 260s
step  19700 | train loss 0.0544 | train acc 0.992 | val loss 1.4538 | val acc 0.706 | ‖g‖ 9.2713 | 262s
step  19800 | train loss 0.0554 | train acc 0.984 | val loss 1.7642 | val acc 0.677 | ‖g‖ 5.4911 | 263s
step  19900 | train loss 0.0593 | train acc 0.961 | val loss 1.6163 | val acc 0.683 | ‖g‖ 6.9284 | 265s
step  20000 | train loss 0.0490 | train acc 0.992 | val loss 1.6419 | val acc 0.700 | ‖g‖ 5.2924 | 266s
step  20100 | train loss 0.0533 | train acc 0.984 | val loss 1.4813 | val acc 0.719 | ‖g‖ 6.2507 | 268s
step  20200 | train loss 0.1297 | train acc 0.969 | val loss 1.6967 | val acc 0.690 | ‖g‖ 10.5812 | 269s
step  20300 | train loss 0.0730 | train acc 0.977 | val loss 1.4309 | val acc 0.715 | ‖g‖ 5.6282 | 271s
step  20400 | train loss 0.1176 | train acc 0.953 | val loss 1.4832 | val acc 0.702 | ‖g‖ 15.2817 | 272s
step  20500 | train loss 0.0258 | train acc 1.000 | val loss 1.6641 | val acc 0.671 | ‖g‖ 3.2970 | 274s
step  20600 | train loss 0.0442 | train acc 0.992 | val loss 1.5188 | val acc 0.660 | ‖g‖ 4.0282 | 276s
step  20700 | train loss 0.0273 | train acc 0.992 | val loss 1.5912 | val acc 0.706 | ‖g‖ 3.6936 | 277s
step  20800 | train loss 0.1372 | train acc 0.930 | val loss 1.5197 | val acc 0.700 | ‖g‖ 12.7467 | 279s
step  20900 | train loss 0.0287 | train acc 0.992 | val loss 1.5316 | val acc 0.673 | ‖g‖ 2.6328 | 281s
step  21000 | train loss 0.0639 | train acc 0.977 | val loss 1.6732 | val acc 0.667 | ‖g‖ 8.0500 | 282s
step  21100 | train loss 0.0558 | train acc 0.977 | val loss 1.4567 | val acc 0.694 | ‖g‖ 3.9393 | 284s
step  21200 | train loss 0.0196 | train acc 1.000 | val loss 1.6392 | val acc 0.706 | ‖g‖ 2.0305 | 286s
step  21300 | train loss 0.0535 | train acc 0.992 | val loss 1.6545 | val acc 0.690 | ‖g‖ 7.8549 | 288s
step  21400 | train loss 0.0642 | train acc 0.984 | val loss 1.6513 | val acc 0.669 | ‖g‖ 6.8904 | 289s
step  21500 | train loss 0.0382 | train acc 0.992 | val loss 1.5701 | val acc 0.708 | ‖g‖ 3.2295 | 291s
step  21600 | train loss 0.1452 | train acc 0.938 | val loss 1.5877 | val acc 0.683 | ‖g‖ 9.8338 | 293s
step  21700 | train loss 0.0610 | train acc 0.984 | val loss 1.4777 | val acc 0.717 | ‖g‖ 10.4999 | 295s
step  21800 | train loss 0.0690 | train acc 0.969 | val loss 1.4630 | val acc 0.715 | ‖g‖ 7.0159 | 296s
step  21900 | train loss 0.1369 | train acc 0.961 | val loss 1.7181 | val acc 0.694 | ‖g‖ 10.4661 | 298s
step  22000 | train loss 0.1509 | train acc 0.938 | val loss 1.6463 | val acc 0.685 | ‖g‖ 12.0519 | 300s
step  22100 | train loss 0.0530 | train acc 0.992 | val loss 1.5051 | val acc 0.700 | ‖g‖ 4.4357 | 302s
step  22200 | train loss 0.1512 | train acc 0.938 | val loss 1.4451 | val acc 0.710 | ‖g‖ 9.6274 | 303s
step  22300 | train loss 0.0233 | train acc 0.992 | val loss 1.7514 | val acc 0.690 | ‖g‖ 5.0708 | 305s
step  22400 | train loss 0.2171 | train acc 0.922 | val loss 1.5362 | val acc 0.700 | ‖g‖ 17.3789 | 307s
step  22500 | train loss 0.0599 | train acc 0.977 | val loss 1.6227 | val acc 0.698 | ‖g‖ 7.8235 | 309s
step  22600 | train loss 0.0984 | train acc 0.977 | val loss 1.6950 | val acc 0.696 | ‖g‖ 10.9156 | 311s
step  22700 | train loss 0.1036 | train acc 0.961 | val loss 1.6815 | val acc 0.677 | ‖g‖ 10.3256 | 312s
step  22800 | train loss 0.0780 | train acc 0.977 | val loss 1.5439 | val acc 0.694 | ‖g‖ 8.7351 | 314s
step  22900 | train loss 0.1142 | train acc 0.961 | val loss 1.5082 | val acc 0.694 | ‖g‖ 6.8457 | 316s
step  23000 | train loss 0.0277 | train acc 0.992 | val loss 1.6511 | val acc 0.713 | ‖g‖ 4.8297 | 318s
step  23100 | train loss 0.0880 | train acc 0.969 | val loss 1.5697 | val acc 0.696 | ‖g‖ 7.0136 | 319s
step  23200 | train loss 0.0947 | train acc 0.977 | val loss 1.5078 | val acc 0.713 | ‖g‖ 9.2192 | 321s
step  23300 | train loss 0.0368 | train acc 0.992 | val loss 1.5640 | val acc 0.713 | ‖g‖ 5.0719 | 323s
step  23400 | train loss 0.0551 | train acc 0.977 | val loss 1.7067 | val acc 0.700 | ‖g‖ 8.4133 | 324s
step  23500 | train loss 0.0249 | train acc 0.992 | val loss 1.6572 | val acc 0.675 | ‖g‖ 2.7810 | 327s
step  23600 | train loss 0.1957 | train acc 0.938 | val loss 1.4176 | val acc 0.690 | ‖g‖ 12.3936 | 328s
step  23700 | train loss 0.0907 | train acc 0.977 | val loss 1.5121 | val acc 0.694 | ‖g‖ 5.6427 | 330s
step  23800 | train loss 0.0275 | train acc 1.000 | val loss 1.5440 | val acc 0.715 | ‖g‖ 2.9937 | 332s
step  23900 | train loss 0.0986 | train acc 0.969 | val loss 1.6168 | val acc 0.681 | ‖g‖ 7.4762 | 334s
step  24000 | train loss 0.0921 | train acc 0.969 | val loss 1.6180 | val acc 0.667 | ‖g‖ 6.9919 | 336s
step  24100 | train loss 0.1741 | train acc 0.938 | val loss 1.4013 | val acc 0.681 | ‖g‖ 13.2429 | 337s
step  24200 | train loss 0.0399 | train acc 0.992 | val loss 1.7119 | val acc 0.698 | ‖g‖ 5.3422 | 339s
step  24300 | train loss 0.0855 | train acc 0.969 | val loss 1.6010 | val acc 0.700 | ‖g‖ 9.0245 | 341s
step  24400 | train loss 0.0661 | train acc 0.977 | val loss 1.8277 | val acc 0.706 | ‖g‖ 13.9167 | 344s
step  24500 | train loss 0.0831 | train acc 0.977 | val loss 1.4182 | val acc 0.700 | ‖g‖ 4.1445 | 347s
step  24600 | train loss 0.1711 | train acc 0.938 | val loss 1.4567 | val acc 0.671 | ‖g‖ 9.0563 | 349s
step  24700 | train loss 0.0999 | train acc 0.977 | val loss 1.6228 | val acc 0.698 | ‖g‖ 7.1260 | 351s
step  24800 | train loss 0.0760 | train acc 0.969 | val loss 1.3407 | val acc 0.700 | ‖g‖ 7.7420 | 353s
step  24900 | train loss 0.0418 | train acc 0.984 | val loss 1.6356 | val acc 0.698 | ‖g‖ 4.5688 | 354s
step  25000 | train loss 0.0409 | train acc 1.000 | val loss 1.5025 | val acc 0.696 | ‖g‖ 4.9761 | 356s
step  25100 | train loss 0.0776 | train acc 0.977 | val loss 1.4583 | val acc 0.702 | ‖g‖ 5.7736 | 357s
step  25200 | train loss 0.0150 | train acc 1.000 | val loss 1.6913 | val acc 0.704 | ‖g‖ 2.2909 | 359s
step  25300 | train loss 0.1186 | train acc 0.953 | val loss 1.6941 | val acc 0.698 | ‖g‖ 16.8846 | 361s
step  25400 | train loss 0.0751 | train acc 0.977 | val loss 1.3030 | val acc 0.696 | ‖g‖ 5.9187 | 362s
step  25500 | train loss 0.0927 | train acc 0.984 | val loss 1.5349 | val acc 0.665 | ‖g‖ 7.2724 | 363s
step  25600 | train loss 0.0858 | train acc 0.961 | val loss 1.5537 | val acc 0.694 | ‖g‖ 7.6695 | 365s
step  25700 | train loss 0.0802 | train acc 0.977 | val loss 1.6256 | val acc 0.694 | ‖g‖ 10.8309 | 366s
step  25800 | train loss 0.0133 | train acc 1.000 | val loss 1.6968 | val acc 0.685 | ‖g‖ 2.5840 | 368s
step  25900 | train loss 0.1640 | train acc 0.922 | val loss 1.5634 | val acc 0.660 | ‖g‖ 6.9561 | 369s
step  26000 | train loss 0.1391 | train acc 0.953 | val loss 1.6720 | val acc 0.696 | ‖g‖ 14.0000 | 371s
step  26100 | train loss 0.0800 | train acc 0.977 | val loss 1.4636 | val acc 0.708 | ‖g‖ 5.9192 | 372s
step  26200 | train loss 0.1016 | train acc 0.945 | val loss 1.4978 | val acc 0.681 | ‖g‖ 11.3445 | 373s
step  26300 | train loss 0.0842 | train acc 0.969 | val loss 1.6337 | val acc 0.700 | ‖g‖ 9.8289 | 375s
step  26400 | train loss 0.1221 | train acc 0.953 | val loss 1.4152 | val acc 0.702 | ‖g‖ 9.9295 | 376s
step  26500 | train loss 0.1176 | train acc 0.953 | val loss 1.6252 | val acc 0.713 | ‖g‖ 12.0744 | 377s
step  26600 | train loss 0.1200 | train acc 0.953 | val loss 1.5198 | val acc 0.700 | ‖g‖ 12.4611 | 379s
step  26700 | train loss 0.0711 | train acc 0.977 | val loss 1.5356 | val acc 0.696 | ‖g‖ 9.8804 | 380s
step  26800 | train loss 0.0908 | train acc 0.984 | val loss 1.6397 | val acc 0.688 | ‖g‖ 6.8699 | 382s
step  26900 | train loss 0.0760 | train acc 0.969 | val loss 1.5387 | val acc 0.688 | ‖g‖ 8.0086 | 383s
step  27000 | train loss 0.0437 | train acc 0.977 | val loss 1.6297 | val acc 0.694 | ‖g‖ 11.3508 | 384s
step  27100 | train loss 0.1024 | train acc 0.953 | val loss 1.5640 | val acc 0.706 | ‖g‖ 8.8849 | 386s
step  27200 | train loss 0.1076 | train acc 0.938 | val loss 1.5604 | val acc 0.683 | ‖g‖ 10.9460 | 387s
step  27300 | train loss 0.0838 | train acc 0.977 | val loss 1.5113 | val acc 0.698 | ‖g‖ 6.3780 | 388s
step  27400 | train loss 0.0253 | train acc 1.000 | val loss 1.7065 | val acc 0.692 | ‖g‖ 5.5709 | 390s
step  27500 | train loss 0.1174 | train acc 0.961 | val loss 1.4094 | val acc 0.681 | ‖g‖ 8.5310 | 391s
step  27600 | train loss 0.0306 | train acc 0.992 | val loss 1.5333 | val acc 0.688 | ‖g‖ 2.8620 | 392s
step  27700 | train loss 0.0557 | train acc 0.984 | val loss 1.5135 | val acc 0.719 | ‖g‖ 6.5332 | 394s
step  27800 | train loss 0.1626 | train acc 0.961 | val loss 1.4935 | val acc 0.702 | ‖g‖ 8.3072 | 395s
step  27900 | train loss 0.0565 | train acc 0.969 | val loss 1.4897 | val acc 0.708 | ‖g‖ 4.8189 | 396s
step  28000 | train loss 0.0765 | train acc 0.953 | val loss 1.6195 | val acc 0.704 | ‖g‖ 11.2767 | 397s
step  28100 | train loss 0.0366 | train acc 0.984 | val loss 1.6014 | val acc 0.708 | ‖g‖ 10.8526 | 399s
step  28200 | train loss 0.1389 | train acc 0.969 | val loss 1.4528 | val acc 0.688 | ‖g‖ 4.7315 | 400s
step  28300 | train loss 0.1639 | train acc 0.930 | val loss 1.4825 | val acc 0.713 | ‖g‖ 15.5656 | 401s
step  28400 | train loss 0.0454 | train acc 0.977 | val loss 1.5699 | val acc 0.715 | ‖g‖ 7.0325 | 403s
step  28500 | train loss 0.0429 | train acc 0.984 | val loss 1.4229 | val acc 0.713 | ‖g‖ 4.3598 | 405s
step  28600 | train loss 0.0411 | train acc 0.984 | val loss 1.4985 | val acc 0.719 | ‖g‖ 6.3284 | 406s
step  28700 | train loss 0.0990 | train acc 0.977 | val loss 1.5221 | val acc 0.700 | ‖g‖ 6.7436 | 408s
step  28800 | train loss 0.1148 | train acc 0.945 | val loss 1.5020 | val acc 0.681 | ‖g‖ 10.4399 | 409s
step  28900 | train loss 0.0640 | train acc 0.977 | val loss 1.5153 | val acc 0.692 | ‖g‖ 6.9538 | 410s
step  29000 | train loss 0.0607 | train acc 0.984 | val loss 1.5684 | val acc 0.700 | ‖g‖ 6.3335 | 412s
step  29100 | train loss 0.0216 | train acc 0.992 | val loss 1.5186 | val acc 0.708 | ‖g‖ 3.3688 | 413s
step  29200 | train loss 0.0930 | train acc 0.969 | val loss 1.4523 | val acc 0.702 | ‖g‖ 6.5224 | 415s
step  29300 | train loss 0.0372 | train acc 0.984 | val loss 1.6429 | val acc 0.704 | ‖g‖ 7.0022 | 416s
step  29400 | train loss 0.0190 | train acc 1.000 | val loss 1.4802 | val acc 0.702 | ‖g‖ 2.1607 | 418s
step  29500 | train loss 0.0487 | train acc 0.984 | val loss 1.5475 | val acc 0.719 | ‖g‖ 6.3083 | 420s
step  29600 | train loss 0.1033 | train acc 0.961 | val loss 1.3541 | val acc 0.690 | ‖g‖ 6.5455 | 421s
step  29700 | train loss 0.0640 | train acc 0.969 | val loss 1.5087 | val acc 0.717 | ‖g‖ 10.1488 | 423s
step  29800 | train loss 0.0319 | train acc 1.000 | val loss 1.4963 | val acc 0.696 | ‖g‖ 6.9304 | 424s
step  29900 | train loss 0.0213 | train acc 1.000 | val loss 1.4726 | val acc 0.706 | ‖g‖ 3.1885 | 426s
step  30000 | train loss 0.1419 | train acc 0.930 | val loss 1.4358 | val acc 0.681 | ‖g‖ 18.4412 | 427s
step  30100 | train loss 0.0783 | train acc 0.969 | val loss 1.6875 | val acc 0.685 | ‖g‖ 11.2110 | 429s
step  30200 | train loss 0.0895 | train acc 0.969 | val loss 1.6423 | val acc 0.675 | ‖g‖ 7.1221 | 430s
step  30300 | train loss 0.0421 | train acc 0.992 | val loss 1.5720 | val acc 0.702 | ‖g‖ 4.3501 | 432s
step  30400 | train loss 0.0159 | train acc 1.000 | val loss 1.6609 | val acc 0.690 | ‖g‖ 2.5330 | 433s
step  30500 | train loss 0.1225 | train acc 0.969 | val loss 1.1831 | val acc 0.702 | ‖g‖ 8.6876 | 434s
step  30600 | train loss 0.0588 | train acc 0.992 | val loss 1.4428 | val acc 0.692 | ‖g‖ 6.3312 | 436s
step  30700 | train loss 0.1047 | train acc 0.977 | val loss 1.5772 | val acc 0.685 | ‖g‖ 7.8668 | 438s
step  30800 | train loss 0.0392 | train acc 0.992 | val loss 1.6106 | val acc 0.683 | ‖g‖ 9.3232 | 439s
step  30900 | train loss 0.0637 | train acc 0.992 | val loss 1.4312 | val acc 0.702 | ‖g‖ 8.7895 | 441s
step  31000 | train loss 0.0956 | train acc 0.969 | val loss 1.4351 | val acc 0.698 | ‖g‖ 10.4765 | 442s
step  31100 | train loss 0.0240 | train acc 1.000 | val loss 1.5531 | val acc 0.694 | ‖g‖ 2.6514 | 444s
step  31200 | train loss 0.0352 | train acc 0.984 | val loss 1.5476 | val acc 0.692 | ‖g‖ 3.6773 | 445s
step  31300 | train loss 0.1891 | train acc 0.938 | val loss 1.3498 | val acc 0.696 | ‖g‖ 13.6672 | 446s
step  31400 | train loss 0.0438 | train acc 1.000 | val loss 1.5298 | val acc 0.700 | ‖g‖ 4.3036 | 448s
step  31500 | train loss 0.0585 | train acc 0.984 | val loss 1.4061 | val acc 0.698 | ‖g‖ 7.2753 | 449s
step  31600 | train loss 0.0309 | train acc 0.992 | val loss 1.5455 | val acc 0.719 | ‖g‖ 5.4030 | 451s
step  31700 | train loss 0.0301 | train acc 1.000 | val loss 1.4338 | val acc 0.698 | ‖g‖ 2.3962 | 453s
step  31800 | train loss 0.0797 | train acc 0.977 | val loss 1.7471 | val acc 0.704 | ‖g‖ 6.4668 | 454s
step  31900 | train loss 0.0458 | train acc 0.992 | val loss 1.6171 | val acc 0.698 | ‖g‖ 7.1287 | 456s
step  32000 | train loss 0.0794 | train acc 0.969 | val loss 1.5366 | val acc 0.677 | ‖g‖ 9.7779 | 457s
step  32100 | train loss 0.0310 | train acc 0.984 | val loss 1.8185 | val acc 0.690 | ‖g‖ 4.4014 | 459s
step  32200 | train loss 0.1366 | train acc 0.953 | val loss 1.4479 | val acc 0.690 | ‖g‖ 8.2946 | 460s
step  32300 | train loss 0.0495 | train acc 0.984 | val loss 1.5008 | val acc 0.692 | ‖g‖ 5.8628 | 462s
step  32400 | train loss 0.0377 | train acc 0.992 | val loss 1.5493 | val acc 0.731 | ‖g‖ 3.7965 | 463s
step  32500 | train loss 0.1340 | train acc 0.953 | val loss 1.5736 | val acc 0.715 | ‖g‖ 12.8229 | 464s
step  32600 | train loss 0.0247 | train acc 1.000 | val loss 1.5565 | val acc 0.685 | ‖g‖ 4.2672 | 466s
step  32700 | train loss 0.0969 | train acc 0.961 | val loss 1.4601 | val acc 0.715 | ‖g‖ 9.2004 | 468s
step  32800 | train loss 0.0304 | train acc 1.000 | val loss 1.6588 | val acc 0.713 | ‖g‖ 5.0037 | 469s
step  32900 | train loss 0.0297 | train acc 0.992 | val loss 1.5498 | val acc 0.692 | ‖g‖ 3.1540 | 470s
